Rut;Nombre;Direccion;Direccion2;Ciudad;Pais;Contacto;Contacto2;Fax;Telefono
76392172-7;EDUCIENTEC SpA;MERCED 838 A 117;;SANTIAGO;Chile;Angela Buitrago Martinez;;;
76392172-7;EDUCIENTEC SpA;MERCED 838 A 117;;SANTIAGO;Chile;Alejandrina Marchant;;;
76392688-5;SOCIEDAD MANUFACTURERA DE POLIETILENO S.A;Parque Industrial Husamontt Parcela 59;;PUERTO MONTT;Chile;Lucio Rodriguez;;;
76399723-5;COMERCIAL  HERFRUT SPA;Maule 130;;Santiago Centro;Chile;Pedro;;;56 2 2505 3643
76400774-3;F4F SPA;CAMINO CHINQUIHUE KM 6;;PUERTO MONTT;Chile;CARLOS VENEGAS;;;
76400774-3;F4F SPA;CAMINO CHINQUIHUE KM 6;;PUERTO MONTT;Chile;FELIPE MAYOL;;;
76400965-7;Aguas Petrohue S.A.;Diego Portales 860;;Puerto Montt;Chile;Luis Aguero;;;
76408179-K;Monica C. Careaga B., Elaboración de Alimentos E.I.R.L;5 1/2 Poniente, 493,Viilla Edeén, Ex Los Tilos;;Talca;Chile;;;;93444254
76408209-5;BRUMANT SPA;ESPERANZA 2021 POBL. CAYENEL;;Puerto Montt;Chile;PABLO PINEDA;;;
76408839-5;METLAB SPA;GUARDIA VIEJA 255 - OF 1112;;PROVIDENCIA;Chile;;;;
76409723-8;ALIMENTOS WINKLER LTDA.;Camino Noviciado, Parcela 35 Lampa;;LAMPA;Chile;;;;22 7064335
76410610-5;SKC MAQUINARIAS S.A.;PANAMERICANA SUR KM 1025;;Santiago;Chile;;;65-438779;65-438777
76411825-1;METROPOLITANA DE PROTECCION INDUSTRIAL LTDA;BARROS ARANA 767 OF. C;;QUINTA NORMAL;Chile;LUZ SOTO;;;
76411825-1;METROPOLITANA DE PROTECCION INDUSTRIAL LTDA;BARROS ARANA 767 OF. C;;QUINTA NORMAL;Chile;ADRIANA TORRES;;;
76412885-0;NOVALAC LIFE SCIENCES SPA;Eliodoro Yañez 1110 Of. A Providencia;;;Chile;Rodrigo Leyton;;;56 972389386
76415410-K;COMERCIALIZADORA PRIMEG LTDA;AV. RODRIGO DE ARAYA 2481;;MACUL;Chile;Karla;;2-3609519;2 3609519
76415505-K;Mel Alimentos SPA;Esmeralda N°1458;;Colina;Chile;;;;
76416842-9;Biogusto SpA;Panamericana Norte 19434, galpon 22;;Lampa;Chile;Valentina Montenegro;;;227387081
76419990-1;GENESYS MEMBRANE PRODUCTS LATINOAMERICA LTDA;AVDA. NUEVA PROVIDENCIA #1363, OFICINA 1304;;PROVIDENCIA;Chile;;;;
76423184-8;DMU ENERGY LTDA;AVDA PARQUE INDUSTRIAL #558 CALETERA SUR;;PUERTO MONTT;Chile;DIEGO VARGAS;;;
76425681-6;ANDES INGENIERIA SPA;AVDA SAN PABLO #9900 BOD. 11 EDIFICIO 2;;PUDAHUEL;Chile;;;;
76425922-K;Sociedad Productora y Comercializadora Nutritarian Foods S.A.;Bayona 25 Bodega 5;;Colina;Chile;Rosa Castillo;;;66067185
76427400-8;IDECC ELECTRIC LTDA.;SAN IGNACIO 091-B;;SANTIAGO;Chile;HORACIO;;;
76428003-2;SOC. COMERCIAL B & S LTDA;BERNARDINO 1981 LOCAL 5;;PUERTO MONTT;Chile;PEDRO IGOR;;;
76428003-2;SOC. COMERCIAL B & S LTDA;BERNARDINO 1981 LOCAL 5;;PUERTO MONTT;Chile;MARIA JOSE VALDES;;;
76431797-1;SOCIEDAD VELMAN LTDA;SAN RAFAEL ALTO S/N;;CALBUCO;Chile;JUAN;;;
76432541-9;AGENCIA DE ADUANA FRANCISCO PARDO Y CIA LTDA;FANOR VELASCO 85;;SANTIAGO;Chile;;;;
76432751-9;PLASTICOS DEL SUR SPA;LAS COMPUERTAS PARCELA 8;;DALCAHUE;Chile;;;;
76434064-7;Sociedad Osses y López Ltda.;Echaurren 43;;;Chile;Alexa Osses;;;26971494
76438574-8;AKASIA HEALTHY S.P.A.;Copival MG N°15;;Puerto Montt;Chile;Andrea Zúñiga;;;56 65 2841178
76441090-4;M Y COMPAÑIA LTDA;ARTEMIO MANCILLA 1010;;Santiago;Chile;;;65-262526;65-262526
76445191-0;LABIQUIM SpA;AV. LO ESPEJO 01565 BODEGA 0424;;LO ESPEJO;Chile;ISABEL INOSTROZA;;;
76445191-0;LABIQUIM SpA;AV. LO ESPEJO 01565 BODEGA 0424;;LO ESPEJO;Chile;FRANCISCO MUÑOZ;;;
76448126-7;ALMACEN CERVECERO SPA;AV PADRE ALBERTO HURTADO 196, ESTACION CENTRAL, SANTIAGO;;Estación Central;Chile;Felipe;;;
76448538-6;EDELSTAHLTE  Spa;San Pablo 10200;;Pudahuel;Chile;Constanza;;;56 2 2791 7700
76449887-9;Seabass Chile SPA;Camino Chinquihue s/n km 25;;Puerto Montt;Chile;Ximena;;;56 65 2297103
76452040-8;Comercial e Industrial Tecnarome Ltda.;Av. Ramon Freire #49, Parque Industrial los Libertadores, Colina;;Colina;Chile;;;;22 3765240
76455830-8;WATT'S S.A.;Avda. Pdte. Jorge Alessandri 10.501;;San Bernardo;Chile;;;;2-8735700
76456400-6;ELECTRICWORKS INVERSIONES LTDA;AV. SANTA MARIA 625;;Santiago;Chile;;;65-342389;65-342389
76465478-1;PROMAQUINARIA SPA;RUTA 5 SUR KM 1012;;PUERTO VARAS;Chile;;;;
76465548-6;BE NATURAL Spa;Guardia Vieja 181 oF. 506;;;Chile;Nicole;;;
76468978-K;Comercial Sabores Ltda.;Ejército 727;;Concepción;Chile;René Valderrama;;;041-3165765
76472142-K;Sortechnology SpA;Luis Thayer Ojeda 073 404;;Providencia;Chile;;;;
76476360-2;Nutrartis S.A.;Panamericana Norte 6000;;Santiago;Chile;Olga Martínez Giménez;;;
76487452-8;FH ALIMENTOS;Alonso de Córdova N° 5870 of 724;;Las Condes;Chile;Francisco Retamal;;;
76487820-5;VAPOR AUSTRAL S.A.;PASAJE UNO CASA 999;;Santiago;Chile;;;65-311693;65-340025
76493368-0;Brueggen Americas - Confirmar;;;;Chile;;;;
76497220-1;Comercial Aportas S.A.;Patricia Viñuela 485, Galpón G.;;Quilicura;Chile;Maricarmen Santos;;;
76498047-6;ALIMENTOS GALMO LTDA;Luis Cruchaga  694 -Curacaví;;Curacaví;Chile;Ariel;;;
76499485-K;Servicios de construcción y módulos Infiniski Ltda.;José Vargas Reyes 1163 -Cumbres de Buin - BUIN;;Buin;Chile;Karina;;;
76505471-0;ADITIVOS ALEJANDRA CARTES SPA;Parcela 10 El Curato;;Padre Hurtado;Chile;Alejandra;;;
76505774-4;SOCIEDAD COMERCIAL METALEC SPa;Cardonal Bajo S/N lote 12 Lagunitas;;PUERTO MONTT;Chile;;;;
76509229-9;Fabricación y Distribución de confites Myriam Gloria Herrera Tapia EIRL;Hermana Armella 506;;San Ignacio;Chile;Fernando Saldías;;;25485513
76512743-2;COMERCIAL CESAR CABRERA E.I.R.L;EL EMPALME S/N;;MAULLIN;Chile;CESAR;;;
76512913-3;Cervecería Craft SpA;Coronel Alvarado 2695, Independencia;;Independencia;Chile;Tomás;;;
76514105-2;PROS FABRICACION Y MONTAJE LTDA;Avda Americo Vespucio N° 1001 Bodega D-01;;QUILICURA;Chile;HERNAN;;;
76521965-5;DITTER AUTOMATIZACION Y SERV. SPA;AV. DEL AMANECER N°1049;;PUERTO MONTT;Chile;ALEX URIBE REYES;;;
76521965-5;DITTER AUTOMATIZACION Y SERV. SPA;AV. DEL AMANECER N°1049;;PUERTO MONTT;Chile;RODRIGO CARDENAS;;;
76528416-3;Revitta Alimentos Ltda;El Quillay N°466, Lampa;;Lampa;Chile;Ivan;;;(56) 2 2954 2491
76533855-7;SELLOS BOMBAS CHILE SPA;ARTURO PRAT 1223;;PUENTE ALTO;Chile;;;;
76535676-8;SOC. COMERCIAL ELECTROCONTROL LTDA;CALLE MANQUE #2005;;PUERTO VARAS;Chile;MAXIMILIANO MUÑOZ;;;
76541543-8;HM PROYECTOS ASESORIAS ING. ELEC. SPA;PJE. PAILAHUEN 1778 M. DE LA BAHIA;;PUERTO MONTT;Chile;HORACIO;;;
76541630-2;SOCIEDAD PUNTA DE LOBOS S.A.;costanera Sur Rio Mapocho 2730 of.601;;las condes;Chile;;;65-350298;
76544817-4;YAMATO SPA;PARQUE INDUSTRIAL #841 ESQUINA ROTONDA;;PUERTO MONTT;Chile;JAVIER;;;942613843
76546180-4;SEAL HIDRAULIC CHILE LTDA;LAS GAVIOTAS KM 2.5 POSTE 38 PARCELA 6;;VALDIVIA;Chile;Maribel Fuentealba Parra;;;
76546180-4;SEAL HIDRAULIC CHILE LTDA;LAS GAVIOTAS KM 2.5 POSTE 38 PARCELA 6;;VALDIVIA;Chile;Eduardo Salamanca Acuña;;;
76548344-1;Sociedad Comercial Alimentos Lo Aguirre S.P.A.;Altamirano 2676;;Independencia;Chile;Cristian;;;22932 6924
76548344-1;Sociedad Comercial Alimentos Lo Aguirre S.P.A.;Altamirano 2676;;Independencia;Chile;Maria Jose;;;22932 6924
76558820-0;CARGO NET CENTER S.A.;RUTA 5 SUR KM 1.025 MODULO 17;;PUERTO MONTT;Chile;SUSANA ESPINOZA;;;
76558820-0;CARGO NET CENTER S.A.;RUTA 5 SUR KM 1.025 MODULO 17;;PUERTO MONTT;Chile;CRISTIAN MOREIRA;;;
76563320-6;Bioquimica.cl S.A.;Pdte Battle y ordoñez 3745;;Ñuñoa;Chile;Pamela;;;
76564580-8;Surlat Industrial SpA.;ARTURO PRAT 410;;PITRUFQUEN;Chile;;;;228272001
76568386-6;Briones Alimentos y CIA LTDA (Alimentos BRIT);Costanera #350 sitio 7 Villa Quinquila Lampa;;Lampa;Chile;Jorge Briones;;;
76571393-5;LAVANDERIA VALLE VOLCANES SpA;EL CHAGUAL #4939 VALLE VOLCANES;;PUERTO MONTT;Chile;MIGUEL;;;
76574294-3;Inversiones Juncal Ltda.;Calle nueva 1580;;Rinconada de los Andes;Chile;Alvaro Vincensini;;;88766316
76577390-3;Chocolates del Mundo S.A.;Cordillera 331, modulo D- 19;;Quilicura;Chile;Cynthia;;;22 490 7600
76578159-0;MAESTRANZA JMM SPA;Nueva Oriente 279;;Puerto Montt;Chile;Javier;;;
76581320-4;Casado Asia Pacific SpA;TINGUIRIRICA #671;;Las Condes;Chile;Carlos;;;
76585309-5;FEM INGENIERIA SpA;Cervecería stang4 # 411, las industrias;;PUERTO MONTT;Chile;Jose;;;
76585309-5;FEM INGENIERIA SpA;Cervecería stang4 # 411, las industrias;;PUERTO MONTT;Chile;Sergio;;;
76585641-8;CERVEZA HOFFNUNG LTDA;LOS ARTILLEROS 490;;MAIPU;Chile;JOSE ANTONIO;;;+569 50005999
76588723-2;CARLOS NUÑEZ DIMTER EIRL;VOLCAN PUYEHUE 2331 VILLA CORDILLERA;;PUERTO MONTT;Chile;Carlos Nuñez Dimter;;;
76593320-K;Fábrica de Dulces Chilenos Parolo S.A.;Avenida Ambrosio O´Higgins N° 2125;;Curacaví;Chile;Nicole;;;
76595244-1;TRANSPEL SOLUTIONS SpA;Serena N°146 2DO PISO;;Puerto Montt;Chile;JUAN CARLOS HIDALGO;;;065 2 311674
76595244-1;TRANSPEL SOLUTIONS SpA;Serena N°146 2DO PISO;;Puerto Montt;Chile;LUCIA VERA;;;065 2 311674
76612026-1;LIBERMAN INDUSTRIAL LTDA.;PASAJE PALENA 06073;;PUENTE ALTO;Chile;;;;
76614620-1;AGROINDUSTRIAL ARICA SA;LOS CARRERA 444;;MELIPILLA;Chile;;;;
76616323-8;COMERCIALIZADORA EME2 SpA;11 ORIENTE 745;;;Chile;FERNANDO DIAZ;;;
76619148-7;Geofood SPA;Lote C Hijuelas 2 -Fundo Santa Teresa Comuna Sagrada Familia;;Curicó;Chile;Angela;;;56 2 3270 8142
76621200-K;ECOFOS SPA;Vizcaya Norte 17011-12, sector Los Espinos.;;Pudahuel;Chile;Eliecer;;;562 25712891
76634071-7;CHILERECICLA SPA;RUTA 5 SUR KM. 410. SECTOR NEBUCO;;CHILLAN VIEJO;Chile;;;;
76641317-K;GASTRONOMÍA MARÍA CECILIA ARANEDA RETES;Rita Otaegui 5, Cero Yungay;;Valparaiso;Chile;Maria Cecilia;;;
76644520-9;S.O.C. INGENIERIA LTDA;COVARRUBIAS #1752;;PUERTO MONTT;Chile;Sergio;;;
76644520-9;S.O.C. INGENIERIA LTDA;COVARRUBIAS #1752;;PUERTO MONTT;Chile;Gonzalo;;;
76649543-5;Elaboración de Productos Alimenticios Carolina Henríquez EIRL;General Gana 786 local A;;Santiago;Chile;Sebastián;;569 681 45 981;56 9 93094223
76653354-K;CALENDULA COSMÉTICA NATURAL LTDA.;Los Orfebres # 377;;La Reina;Chile;Carolina;;;
76653560-7;SELLOS MECANICOS INDUSTRIALES LTDA;FRANCISCO ZELADA N°0114;;ESTACION CENTRAL;Chile;SALVADOR MARTINEZ;;;
76653560-7;SELLOS MECANICOS INDUSTRIALES LTDA;FRANCISCO ZELADA N°0114;;ESTACION CENTRAL;Chile;EMILIO SILVA CERPA;;;
76668664-8;INVERSIONES NULAN SPA;Av. Del Parque 4160, oficina 105;;Huechuraba;Chile;Claudio;;;
76673650-5;Laboratorios Garden House Farmacéutica S.A;Avda. Pdte. Jorge Alessandri 12.310;;San Bernardo;Chile;Braulio;;;
76674044-8;COMAG SpA;CALLE INT.7 PJE.11 N°7511 PORTAL DE SAN PEDRO CONCEPCIÓN;;SAN PEDRO DE LA PAZ;Chile;ARIEL GATICA AVILA;;;
76680362-8;CERVEZAS GRANIZO SPA;Baquedano 1475, Bodega # 6;;Quipue;Chile;Arlyn;;;
76683569-4;FLUIDOS TECNICOS CHILENOS SpA;HECTOR ORREGO 7288;;CERRILLOS;Chile;JONNATHAN DIAZ;;;
76683569-4;FLUIDOS TECNICOS CHILENOS SpA;HECTOR ORREGO 7288;;CERRILLOS;Chile;CAMILA CID;;;
76686138-5;SKC RED S.A.;CAMINO A PARGUA 1025;;PUERTO MONTT;Chile;CRISTIAN NAVARRO;;;
76686138-5;SKC RED S.A.;CAMINO A PARGUA 1025;;PUERTO MONTT;Chile;ALONSO LIZAMA;;;
76689551-4;Lácteos Río Cato Ltda.;Los Puquios lote K s/n;;Sector los Puquios;Chile;Carlos;;;
76696860-0;COMERCIAL ASSUAN LTDA;Barros Arana 244;;Concepción;Chile;Roberto Villanueva;;;2885443
76697810-K;COMERCIALIZADORA LATIN ALLIANCE LTDA;AV. DIEGO DE ALMAGRO NORTE #1518;;Santiago;Chile;;;65-262622;65-262621
76701180-6;MAYORGA Y ROSS LTDA,;KM 10 CAMINO A YUNGAY;;CHILLAN;Chile;PABLO MAYORGA ROSS;;;
76705171-9;MKD AGRO SPA;Ariztía, P. Santa Amalia L-5C;;Quillota;Chile;Marcia;;;
76709188-5;Tanu Helados SpA;5 Norte 329 Local 2;;Viña del Mar;Chile;;;;
76712015-K;COMERCIAL CHILLWE SPA;CRISTOBAL COLON #533;;ANCUD;Chile;ANA SANDOVAL;;;
76715191-8;Langer SpA;Los Cipreses 2569;;La Pintana;Chile;Eduardo;;;
76715840-8;Helados La Foca;San Pablo 9901-Pudahuel;;Pudahuel;Chile;Pablo;;;
76717550-7;Servicios Generales Lacave Ltda;Chacra santa Luisa Km 9 -Camino a Nacimiento;;Los Angeles;Chile;Harry;;;56 9 6616 8342
76724595-5;IANSA INGREDIENTES S.A.;ROSARIO NORTE 615 PISO 23;;LAS CONDES;Chile;Sebastián Morales;;;
76730550-8;DESARROLLOS ALIMENTICIOS S.A.;PANAMERICANA NORTE 16950 KM.16;;LAMPA;Chile;;;;2405200
76734318-3;JAPY CHEF SPA;Badajoz 130, Of 1404;;Las Condes;Chile;Constanza;;;
76744415-K;Oregon Chem Group Spa;Las Industrias 2610, Conchali;;Conchalí;Chile;Rose Marie;;;
76744569-5;MAESTRANZA Y SERVICIOS W Y R SpA;CERRO TRONADOR 4646;;PUERTO MONTT;Chile;RODRIGO WOHLKER ALVARADO;;;
76744569-5;MAESTRANZA Y SERVICIOS W Y R SpA;CERRO TRONADOR 4646;;PUERTO MONTT;Chile;MARCELO RIVAL;;;
76751601-0;COMERCIAL WERNER CHRISTIAN BEHRENDT E.I.R.L.;LOS ARRAYANES PC.11 PARQUE IVIAN;;PUERTO VARAS;Chile;;;;
76751601-0;COMERCIAL WERNER CHRISTIAN BEHRENDT E.I.R.L.;LOS ARRAYANES PC.11 PARQUE IVIAN;;PUERTO VARAS;Chile;Werner Behrendt;;;
76765459-6;REPRESENTACIONES BURG SpA;CAMINO DEL CERRO #290 - J4;;QUILICURA;Chile;;;;
76765459-6;REPRESENTACIONES BURG SpA;CAMINO DEL CERRO #290 - J4;;QUILICURA;Chile;RUBEN FERNANDEZ;;;
76776449-9;GRANOLIN SPA;Carretera San Martín 8250, local 5C, Quilicura;;Quilicura;Chile;Sofia;;;
76777378-1;La Fabbrica de Puerto Varas Spa;Presidente Eduardo Frei Montalva 9315;;Quilicura;Chile;Carlos;;;
76792130-6;EMPRESUR LTDA;RUTA 5 SUR KM. 1025  OF. 16 BOD. MEGACENTRO;;PUERTO MONTT;Chile;MARIANA ESPINOZA;;;
76792130-6;EMPRESUR LTDA;RUTA 5 SUR KM. 1025  OF. 16 BOD. MEGACENTRO;;PUERTO MONTT;Chile;CAROLA ANGULO;;;
76798229-1;MOVITRUCK SPA;LAS CANCHAS ALTOBONITO SN;;PUERTO MONTT;Chile;ALEX;;;
76810756-4;APPLEFIT SPA;Rosario Norte 615 piso 23;;Las Condes;Chile;;;;
76815558-5;METALCARR SPA;CALLE CIRCUNVALACION #297;;PUERTO MONTT;Chile;NICOL HUINAO;;;
76828953-0;RECICLAJES CLAUDIO FELIPE WETZEL AGUILAR E.I.R.L.;CHIN CHIN GRANDE LOTE 13 CAYENEL;;PUERTO MONTT;Chile;PABLO;;;
76830016-K;Sociedad Myconativa Ltda.;Mahuidache km 3.2 , Región de la Araucanía;;Freire;Chile;Paula;;;
76833156-1;RECICLAJES REM SPA;CAMINO LO PINTO 507 EL TAQUERAL;;COLINA;Chile;SANDRA SANTANA;;;
76838015-5;Soc. Exacta Chile Cia de automatización SpA;Avda. María Dolores 2361, Módulo 2;;Concepcion;Chile;;;;
76839653-1;Cecinas el Artesano Spa;María Auxiliadora 728 San Miguel;;San Miguel;Chile;Diana;;;
76844491-9;Fábrica y Distribuidora de Confites Carita Dulce SPA;Riquelme # 1151 Curacautin Novena región;;Curacautin;Chile;Rubén;;;569 89264582
76845190-7;LABORATORIOS RIDER LTDA;El Castaño 145- Valle Grande;;LAMPA;Chile;Manuel Morales;;;24990800
76849148-8;SERV. DE INGENIERIA Y MANT. INDUSTRIAL LTDA;YUNGAY 243;;PUERTO MONTT;Chile;MARIA PAZ PEREZ;;;
76849148-8;SERV. DE INGENIERIA Y MANT. INDUSTRIAL LTDA;YUNGAY 243;;PUERTO MONTT;Chile;TATIANA URIBE;;;
76858606-3;HC Alimentos SpA;Calle 6 Oriente -Parcela 150 -lote E - Paine -Santiago;;Paine;Chile;Amanda;;;
76866590-7;ACUARIO E.I.R.L;SECTOR ALTO BONITO S/N KM. 1020;;Santiago;Chile;;;VIA CORREO;65-528194
76883880-1;CRIBAS Y BASTIDORES CIA. LTDA;VENTURA LAVALLE 432;;SANTIAGO;Chile;;;2-8869646;2-8869646
76891890-2;SERVICIOS ECOLOGICOS EIRL;;;QUILICURA;Chile;LUIS EXEQUIEL;;;
76896414-9;COMERCIAL TERRALAB LTDA;AVENIDA AMERICO VESPUCIO 7500 LOACL B18;;LA FLORIDA;Chile;;;;569949720189
76922966-3;Alimentos Zukker Limitada;Las enredaderas 2454, independencia;;Independencia;Chile;Cristian;;;
76934043-2;Sabores del Mauco Spa;Carmen 354 F , depto 9;;Curico;Chile;Camila;;;
76934043-2;Sabores del Mauco Spa;Carmen 354 F , depto 9;;Curico;Chile;Gert;;;
76940433-3;REGENERA ORGANICO SPA;Línea Nueva Lote 2A;;Puerto Varas;Chile;Hector;;;
76956396-2;MICRA SOLUCIONES INDUSTRIALES LTDA;ESTRELLA SOLITARIA 5265 N;;ÑUÑOA;Chile;NICOLAS ZUÑIGA;;;
76961238-6;CERVEZA  WITTWER SpA;Av. El Peral 07462;;Puente Alto;Chile;Francisco;;;56 9 9 7539 8988
76963217-4;EMOTRON LATIN AMERICA SPA;CAMINO LO INFANTE #1571;;SAN BERNARDO;Chile;Maria Francisca Campino;;;
76963217-4;EMOTRON LATIN AMERICA SPA;CAMINO LO INFANTE #1571;;SAN BERNARDO;Chile;Rene Rodriguez;;;
76968950-8;Industria de Alimentos FoodPro Ltda;Abtao N° 496;;Quinta Normal;Chile;Roberto Germain;;;
76980530-3;Inmobiliaria Vinama S.A.;Av. Santa María 2050;;Providencia;Chile;;;;02-2478.80.00
76981025-0;ESPECIALIDADES LA HERENCIA SpA;Artemio Gutierrez 1540;;Santiago;Chile;Pedro;;;56 2 2505 3643
77000682-1;Vikar SPA;Tutuquén Bajo sin número, Curicó;;Curicó;Chile;Carlos;;;
77002590-7;SOCIEDAD SILVESTRE LTDA;LOS MUSICOS S/N;;Santiago;Chile;;;VIA CORREO;65-717746
77003714-K;Fosas y servicios santo domingo spa;Angelmo 1673;;Puerto Montt;Chile;;;;
77017501-1;The Food for Wellness;Av. Colón 4152;;Las Condes;Chile;Liliana;;;
77019381-8;SERVICIOS ANDREA ALVARADO EIRL;ALMIRANTE LATORRE;;CALBUCO;Chile;ANDREA ALVARADO;;;
77020762-2;PYQ INGENIERIA Y MAESTRANZA SPA;GENESIS 26 B PARQUE IND. RECONDO;;PUERTO MONTT;Chile;DAVID LOBOS;;;652356003
77020762-2;PYQ INGENIERIA Y MAESTRANZA SPA;GENESIS 26 B PARQUE IND. RECONDO;;PUERTO MONTT;Chile;ROBERTO PEZO;;;652356003
77030540-3;LUREYE ARRIENDOS LTDA;POLPAICO PASAJE 1 SITIOS 22-23;;PUERTO MONTT;Chile;KATHERINE KAISER;;;
77030540-3;LUREYE ARRIENDOS LTDA;POLPAICO PASAJE 1 SITIOS 22-23;;PUERTO MONTT;Chile;CHRISTIAN ESPEJO;;;
77032274-K;AGROINDUSTRIAL AGROCOL LIMITADA (AGROCOL);PARCELA 43 SAN CRISTÓBAL;;Teno;Chile;Raquel;;;
77044510-8;FRUCOL FOODS LTDA.;SANTA ROSA 1015;;SANTIAGO;Chile;;;;
77044828-K;BioBentos SpA;Hernando de Aguirre   128  ofc. 901;;Providencia;Chile;Juan;;;
77051320-0;INPAMIND LTDA.;LOS LEONES 2532 OFICINA 502;;Santiago;Chile;;;2-2230419;2-2237517
77056691-6;Comercial Fundo Peralillo Ltda.;Fundo Peralillo s/n. Melipilla;;Melipilla;Chile;Gemma;;;
77059858-3;MYENERGEY SPA;DIEGO DE ORO 382;;CONCEPCION;Chile;ANGEL;;;
77073166-6;VAPORE PRO SPA;CANAL LA PUNTA 8770. BODEGA 39. WORK CENTER COSTANERA;;Renca;Chile;Miguel Furque;;;56 9 9064 9676
77073166-6;VAPORE PRO SPA;CANAL LA PUNTA 8770. BODEGA 39. WORK CENTER COSTANERA;;Renca;Chile;Juan Itzcovichs;;;56 9 9064 9676
77074368-0;Chilean Pet Kitchen SpA;Calle Tranquilo 383, Bodega H;;Pudahuel;Chile;Francisco;;;56966071067
77081714-5;SERGIO ELADIO URIBE MIRANDA E.I.R.L;LOS CARRERA 663;;CASTRO;Chile;JUAN;;;
77084498-3;TESLA GROUP INGENIERIA E INNOVACION SPA;RUTA V505 KM 3,5 CAMINO ALERCE MODULO 22-23;;PUERTO MONTT;Chile;Deborah Arriagada;;;
77084498-3;TESLA GROUP INGENIERIA E INNOVACION SPA;RUTA V505 KM 3,5 CAMINO ALERCE MODULO 22-23;;PUERTO MONTT;Chile;Luis Aguilera Kosche;;;
77084730-3;MARYUN SEGURIDAD INDUSTRIAL LTDA.;PRESIDENTE IBAÑEZ # 332;;PUERTO MONTT;Chile;ALEXANDRA VEGA;;65-259396;65-259396
77101959-5;Don Martini SpA;Huérfanos 757 of 204;;Santiago;Chile;Camila;;;
77108687-K;The Kind Race SpA;Tabunco 1499;;La Florida;Chile;Belen;;;569 659 777648
77109629-8;MAPUTREMO SOLUCIONES ALIMENTARIAS SPA;FRANCISCO BILBAO 1129, DPTO 1201;;OSORNO;Chile;BENJAMIN;;;
77109650-6;SERYMON LTDA.;RUTA  226  KM10;;Santiago;Chile;;;65-277478;65-276472
77110106-2;Veggie Pizza Chile SpA;Pedro Lautaro Ferrer 2061;;Ñuñoa;Chile;Jocelyn;;;
77112784-3;TRANSPORTES RECICLAR LIMITADA;Avenida Las Industrias 335;;Calama;Chile;;;;
77114892-1;Carnes El Legado Limitada;Lo Ovalle 1097, La Cisterna;;La Cisterna;Chile;Ignacio;;;
77116304-1;CONSTRUCTORA ESAR SPA.;VIA AZUL 1034;;PUERTO MONTT;Chile;ERNESTO HENRIQUEZ LAGOS;;;
77116540-0;PERKIN ELMER CHILE LIMITADA;AV.ANTONIO VARAS 675;;PROVIDENCIA;Chile;HECTOR;;;
77116540-0;PERKIN ELMER CHILE LIMITADA;AV.ANTONIO VARAS 675;;PROVIDENCIA;Chile;MARCELO;;;
77118578-9;Alimentos Herman Vivanco E.I.R.L;LOS ALERCES 53 LA CRUZ;;QUILLOTA;Chile;CLAUDIA;;;
77125171-4;C Y C SERVICIOS INDUSTRIALES SPA;AVENIDA DIEGO DE ALMAGRO 1627;;Puerto montt;Chile;CAMILA SANCHEZ GAEZ;;;
77125171-4;C Y C SERVICIOS INDUSTRIALES SPA;AVENIDA DIEGO DE ALMAGRO 1627;;Puerto montt;Chile;CRISTOBAL LAGOS GONZALEZ;;;
77143723-0;REPCYCLA GESTION DE RESIDUOS LTDA;Pc de Chinquihue Calle 4 G-39;;Puerto Montt;Chile;;;;
77152830-9;KAESER COMPRESORES DE CHILE LIMITADA;CERRO PORTEZUELO 9817-A;;QUILICURA;Chile;FERNANDO;;;
77152830-9;KAESER COMPRESORES DE CHILE LIMITADA;CERRO PORTEZUELO 9817-A;;QUILICURA;Chile;JOSE;;;
77161670-4;PAL-HARMONYCHILE LTDA;Av. Ramón Freire sitio 49- Parque Industrial Los Libertadores- Carretera Sam Martín;;Colina;Chile;Antonia;;;
77187840-7;HIDRONOR COPIULEMU;;;;Chile;;;;
77192910-9;Sociedad comercial e importadora Olisep;AV. DEPARTAMENTAL 335-A;;Saniago;Chile;;;;
77201705-7;Sociedad Exportadora e Importadora PuntaMar Ltda;Coronel Pereira 62, of 804, Las Condes, Chile;;Las Condes;Chile;Francisco;;;
77203549-7;ZERO CORP SPA;Arturo Prat 10;;Puerto Varas;Chile;;;;
77249047-K;COMERCIAL SAN RAFAEL SPA;CARLOS CONDELL 365;;Calbuco;Chile;LORENA PEREZ TORO;;;987080491
77249047-K;COMERCIAL SAN RAFAEL SPA;CARLOS CONDELL 365;;Calbuco;Chile;HELMUTT WISTUBA MUÑOZ;;;987080491
77254622-K;CLEMIRA SEGURIDAD SpA;AFLUENTE 2166;;PEÑALOLEN;Chile;ISAIAS MARTINEZ;;;
77254622-K;CLEMIRA SEGURIDAD SpA;AFLUENTE 2166;;PEÑALOLEN;Chile;ALBERTO SOTO;;;
77258550-0;NO OCUPAR Conservas Los Angeles Ltda.;Av. Alemania 613;;;Chile;;;;
77258550-0;CONSERVAS LOS ANGELES LTDA.;AVDA. ALEMANIA Nº 523;;LOS ANGELES;Chile;;;;313756-313267-311541
77260573-0;Investigación y Desarrollo Begood SpA;Echeñique 8300 - A  La Reina;;La Reina;Chile;Paula;;;
77278060-5;Daily Foods S.A.;LOS NOGALES ORIENTE 228;;Lampa;Chile;;;;
