Tipo;Nro;Fecha;OC;RCO;Rut;Direccion;Direccion_alterna;Medio_envio;Job;Condicion_venta;Localizacion;Cod_Impto;Vendedor;Certificados;Puerto_Embarque;Nave;Puerto_Destino;Clausula;Factura;Fecha_factura
O;2174;2016-7-8;GEL 7100001325;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;RS-BRASIL;FCA;104642;2016-9-27
O;2175;2016-7-12;GEL LA-021-16;;32000706-2C;Rua Bruno Simili 380, Distrito industrial Juiz de Foras, Minas Gerais  (CP 36092-050);Minas Gerais;FEDEX;USD;Contado;;IVA_EXE;3;Análisis S.;;;MINAS GERAIS;FOB;104339;2016-7-13
O;2175;2016-7-12;GEL LA-021-16;;32000706-2C;Rua Bruno Simili 380, Distrito industrial Juiz de Foras, Minas Gerais  (CP 36092-050);Minas Gerais;FEDEX;USD;Contado;;IVA_EXE;3;Análisis S.;;;MINAS GERAIS;FOB;104353;2016-7-15
O;2176;2016-7-13;GEL 377;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CIUDAD DE MEXICO;EXW;104340;2016-7-13
O;2185;2016-7-19;GEL GELY-06-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;FOB;104471;2016-8-22
O;2186;2016-7-19;GEL GELY-07-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;FOB;104646;2016-9-28
O;2196;2016-7-26;GEL LA-24/16;;32001403-4C;AV. OCTAVIO CHACON MOSCOSO 4-103;CUENCA;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;CFR;104510;2016-8-31
O;2197;2016-7-26;GEL 4600201942-2;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104453;2016-8-11
O;2201;2016-8-1;GEL AS-02/16;;35002402-6C;No.7,Jalan Semtec 2 Semtec Park 43500 Semenyih Selangor Darrul Ehsan;43500 Semenyih Selangor Darul Ehsan;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;PORT KLANG;CIF;104432;2016-8-8
O;2208;2016-8-3;GEL 519464;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;104655;2016-10-3
O;2219;2016-8-26;GEL 384;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CIUDAD DE MEXICO;CIP;104501;2016-8-30
O;2223;2016-8-29;GEL IE 1769I69;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA, BR;FOB;104913;2016-11-29
O;2231;2016-9-13;GEL LA-030-16;;32001404-2C;AV. MALDONADO S28-35(SECTOR GUAJALO);QUITO;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;FOB;104633;2016-9-27
O;2241;2016-9-16;GEL GELY-08-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;FOB;104724;2016-10-17
O;2241;2016-9-16;GEL GELY-08-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;FOB;104777;2016-10-25
O;2248;2016-9-26;GEL AS-04/16;;35003502-8C;95/4 Industrial Zone, Kindelpitiya, Millewa, Horana;Horana;Marítimo;USD;Contado;;IVA_EXE;20;Análisis S.;;;Colombo,Sri Lanka;CIF;104733;2016-10-17
O;2262;2016-10-6;GEL DAN 677882;;32000206-0C;Moreno 877 piso 14;Buenos Aires;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;104763;2016-10-21
O;2266;2016-10-6;GEL 440000183;;32000600-7C;Calle teniente oquendo Nº 103;La Paz;Terrestre;USD;Contado;;IVA_EXE;14;Análisis S.;;;BOLIVIA;FOB;104789;2016-10-28
O;1892;2015-12-3;GEL PO253/15;;35003702-0C;1F, NO.255, SEC 1,YUAN SHUI RD,YUANLIN, CHUNG HUA HSIEN, TAIWAN;Taiwan;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;KAOHSIUNG, TAIWAN;CIF;103430;2015-12-9
O;1894;2015-12-3;GEL 2015/00522;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO-PERU;FOB;103469;2015-12-16
O;1896;2015-12-3;GEL 4600194392-2;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104220;2016-6-14
O;1907;2015-12-23;GEL IE2389/15;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;103566;2016-1-18
O;1913;2015-12-28;GEL SHS-10349-0;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;103627;2016-1-29
O;1928;2016-1-11;GEL 4600197970-1;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;103624;2016-1-28
O;1929;2016-1-11;GEL 4600194970-2;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;103758;2016-2-26
O;1934;2016-1-12;GEL 4600195285;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;CIF;104612;2016-9-21
O;1943;2016-1-14;GEL 4600194971-3A;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104796;2016-10-28
O;1945;2016-1-14;GEL PC16/00016;;36001605-6C;C/CARDENAL BELLUGA, PARCELA 24/23;SAN GINES;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;19;Análisis S.;;;VALENCIA;CIF;103593;2016-1-21
O;1946;2016-1-18;GEL 7100040861;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;NEWARK;FOB;103701;2016-2-11
O;1952;2016-1-19;GEL 4600195281;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Aéreo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;CIF;103592;2016-1-21
O;1956;2016-1-26;GEL 518412;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;Baltimore;FOB;103728;2016-2-18
O;1967;2016-1-27;GEL LA-001/16;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO,PERU;FOB;103785;2016-3-2
O;1971;2016-1-28;GEL 16/0138/RFC;;35000203-0C;ABT Building 2nd floor, Al bustan District 31952 AL KHOBAR;;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;JEDDAH AIR PORT;CIP;103635;2016-2-3
O;1982;2016-2-5;GEL 7100001176;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FOB;103830;2016-3-14
O;1983;2016-2-5;GEL OC-44;;32001405-0C;KM. 5 VIA DURAN TAMBO BODEGAS CORRUCHECSA RUC 0992869925001;GUAYAQUIL;DHL;USD;Contado;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;CPT;103673;2016-2-8
O;2277;2016-10-14;GEL 048/13;;32003501-5C;ITUZAINGO NRO.1919 PAYSANDU;PAYSANDU;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;URUGUAY;FOB;104772;2016-10-24
O;2279;2016-10-17;GEL PO263/16;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S. L.;;;SHANGHAI;CIF;104889;2016-11-21
O;2282;2016-10-21;GEL LA-042-16;;32001402-6C;Benjamin Carrión E9-194 y Alfredo Luna Tobar Lotización La Armenia / Valle de los Chillos;QUITO;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;CIF;104798;2016-10-28
O;2284;2016-10-21;GEL 4500774494;;36001301-4C;VED BANEN 16,DK-4623 LILLE SKENSVED;LILLE SKENSVED;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;DENMARK;CPT;104792;2016-10-28
O;2300;2016-11-4;GEL 369/16;;36004705-9C;GiZ 2000 PLAZA K.13 /D. 51  MASLAK 34398  ISTANBUL TURKEY;ISTANBUL;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;Tukey;FOB;104863;2016-11-14
O;2301;2016-11-4;GEL DAN 678526;;32000206-0C;Moreno 877 piso 14;Buenos Aires;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;104929;2016-11-30
O;2302;2016-11-4;GEL LA-043/16;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;LA PAZ, BOLIVIA;FOB;104884;2016-11-17
O;2302;2016-11-4;GEL LA-043/16;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;LA PAZ, BOLIVIA;FOB;104981;2016-12-9
O;2306;2016-11-4;GEL DAN 678569;;32000206-0C;Moreno 877 piso 14;Buenos Aires;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;104969;2016-12-7
O;2308;2016-11-4;GEL 4501243658;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;105070;2017-1-6
O;2314;2016-11-15;GEL 7100001446;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRAZIL;FCA;104888;2016-11-21
O;2317;2016-11-15;GEL 161109;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;USA;FOB;105418;2017-3-27
O;2319;2016-11-15;GEL 4502578018;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS, BRASIL;CFR;105081;2017-1-9
O;2320;2016-11-18;GEL 4502579397;;32000201-KC;Av.Antartida Argentina 2269 Llavallol;Buenos Aires;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S. L.;;;BUENOS AIRES;CFR;105008;2016-12-15
O;2321;2016-11-21;GEL 397;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CIUDAD DE MEXICO, MEXICO;CIP;104909;2016-11-28
O;2333;2016-11-30;GEL 4600206022;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;FOB;105271;2017-2-21
O;2334;2016-11-30;GEL 4600206023;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;FOB;105715;2017-5-31
O;2342;2016-12-6;GEL 9242;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FCA;105091;2017-1-10
O;2117;2016-5-20;GEL 367;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;Ciudad de Mexico;EXW;104139;2016-5-27
O;2122;2016-6-6;GEL CP11459;;34501604-KC;118 S. CYPRESS STREET;CYPRESS STREET;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;KINGSTON, JAMAICA;CIF;104217;2016-6-13
O;2127;2016-6-7;GEL 4600200443;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;CFR;104283;2016-6-30
O;2129;2016-6-8;GEL 7100042250;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;USA;FOB;104279;2016-6-30
O;2131;2016-6-8;GEL OC-001164-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FCA;104240;2016-6-20
O;2132;2016-6-8;GEL 8440;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SP, BRASIL;FOB;104250;2016-6-22
O;2135;2016-6-8;GEL oc-001495-2;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;BS AS.ARGENTINA;FOB;104295;2016-7-4
O;2146;2016-6-22;GEL IE 1161/16;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA, BRASIL;FOB;104524;2016-9-5
O;2151;2016-6-23;GEL 2016/00276;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO, PERU;FOB;104392;2016-7-28
O;2157;2016-7-4;GEL GELY-05-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;FOB;104350;2016-7-15
O;2190;2016-7-26;GEL 15695;;32001005-5C;Carrera 50 No. 97 A sur 392, zona Industria Sierra Morena  La Estrella, Antioquia, Colombia;Medellín;Aéreo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;14;Análisis S.;;;BOGOTA;FCA;104389;2016-7-28
O;2191;2016-7-26;GEL 4600201942-1-2;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;104393;2016-7-29
O;2193;2016-7-26;GEL 4501337639;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;Terrestre;CLP;60 días Fecha Factura;;IVA;1;Análisis S.;;;PARGUA;EXW;;
O;2194;2016-7-26;GEL 2016/00414;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Aéreo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;LIMA, PERU;FCA;104507;2016-8-31
O;2196;2016-7-26;GEL LA-24/16;;32001403-4C;AV. OCTAVIO CHACON MOSCOSO 4-103;CUENCA;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;CFR;104526;2016-9-5
O;2199;2016-7-28;GEL 4502542632.20;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS, BRASIL;CFR;104503;2016-8-30
O;2199;2016-7-28;GEL 4502542632.20;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS, BRASIL;CFR;104508;2016-8-31
O;2200;2016-7-28;GEL 4502542632.10;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS, BRASIL;CFR;104776;2016-10-25
O;2202;2016-8-1;GEL OC-04463-16;;36001931-4C;Km 26.5 Carretera al Pacifico Paso a Desnivel;Ciudad de Guatemala;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;PUERTO QUETZAL, GUATEMALA;CIF;104476;2016-8-23
O;2204;2016-8-1;GEL IE 1607I16;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;104626;2016-9-23
O;2206;2016-8-2;GEL 2016002250;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;LA PAZ, BOLIVIA;FOB;104527;2016-9-5
O;2226;2016-9-6;GEL 2016003022;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;LA PAZ, BOLIVIA;FOB;104562;2016-9-12
O;2227;2016-9-6;GEL 16834;;32001005-5C;Carrera 50 No. 97 A sur 392, zona Industria Sierra Morena  La Estrella, Antioquia, Colombia;Medellín;Marítimo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;14;Análisis S.;;;BUENAVENTURA, COLOMBIA;FOB;104651;2016-9-29
O;2243;2016-9-20;GEL 4502559830;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS PORT;CFR;104867;2016-11-15
O;2249;2016-9-26;GEL OC-05461-16;;36001931-4C;Km 26.5 Carretera al Pacifico Paso a Desnivel;Ciudad de Guatemala;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;PUERTO QUETZAL;CIF;104690;2016-10-6
O;2255;2016-10-3;GEL 363/16;;36001945-4C;ZONE DE MENEZ BRAS;Paris;Aéreo;EUR;30 días Fecha Factura;;IVA_EXE;-1;Análisis S.;;;FRANCE;DAP;104702;2016-10-7
O;2257;2016-10-3;GEL 358;;36500206-1C;ROUTE BOUSMAIL LOT BELHAOUANE N°24 VILLE DE KOLEA WILAYA DE TIPAZA CP42400 ALGERIE;VILLE DE KOLEA WILAYA DE TIPAZA;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ALGER PORT;CIF;104659;2016-9-30
O;2273;2016-10-12;GEL 4500129072;;32003505-8C;Paraguay N°2141 of. 1204 A Aguada Park , Montevideo Uruguay;Montevideo;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;104795;2016-10-28
O;2283;2016-10-21;GEL 102122;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;60 días Fecha Factura;;IVA;3;Análisis S.;;;BALTIMORE;FOB;104927;2016-11-30
O;2285;2016-10-21;GEL 4600204860;;35001201-KC;OUANO COMPOUND, LOOC;CEBU;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;CEBU, PHILIPPINES;CIF;104865;2016-11-15
O;2289;2016-10-21;GEL 4501366097;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;Terrestre;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;CALBUCO;FOB;;
O;2299;2016-11-4;GEL 368;;35001501-9C;ALJAMAILA STREET. BAGHDAD. Phone:009647504453904 Fax: 00964662560984 Email: info@burgaliraq.com;BAGHDAD;Aéreo;USD;TT IN ADVANCE NO USAR;;IVA_EXE;6;Análisis S.;;;GAZIANTEP;CIP;104862;2016-11-14
O;2312;2016-11-11;GEL 396;;33002405-4C;Darwin, No. 68, Despacho 1301, Col.Anzures C.P. 11590;Ciudad de México;Aéreo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CIUDAD DE MEXICO;FCA;104861;2016-11-14
O;2327;2016-11-29;GEL GELY-09-16;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;Guayquil;FOB;105016;2016-12-20
O;2329;2016-11-29;GEL 4600206020;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;FOB;105027;2016-12-26
O;2339;2016-12-6;GEL PO-ECO-012345;;35002403-4C;LOT 11,SECTION 5,FASA 2B,PULAU INDAH INDUSTRIAL PARK, JALAN SUNGAI PINANG 4/2 42920 P. I. SELANGOR;SELANGOR;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;PORT KELANG;CIF;105019;2016-12-21
O;2341;2016-12-6;GEL;;36003802-5C;Rua De Sao Paulo, 5 - Bairro da Figueira - 2695-002-BOBADELA-LRS Lisboa Portugal;Lisboa;Marítimo;EUR;Contado;;IVA_EXE;3;Análisis S.;;;PORTUGAL;FCA;105353;2017-3-13
O;2345;2016-12-7;GEL 519961;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;105172;2017-1-31
O;2361;2016-12-21;GEL LA-56/16;;32000602-3C;NATANIEL AGUIRRE Nº 645;COCHABAMBA;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;BOLIVIA;FOB;105194;2017-2-3
O;2380;2016-12-29;GEL 4400000227;;32000600-7C;Calle teniente oquendo Nº 103;La Paz;Terrestre;USD;Contado;;IVA_EXE;14;Análisis S.;;;Santiago;FCA;105193;2017-2-3
O;2385;2016-12-30;GEL 2016/00677;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO,PERU;FOB;105365;2017-3-16
O;2387;2016-12-30;GEL GELY-02-17;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;GUAYAQUIL;FOB;105364;2017-3-16
O;2404;2017-1-16;GEL 375;;36500203-7C;11 Rue hadji Abdbelaziz, Ain Benian, 16202 Alger, Algeria;ALGER;Marítimo;EUR;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ALGER PORT;CFR;105174;2017-1-31
O;2409;2017-1-27;GEL 4501135873 / 4501140408;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;NEWARK;FOB;105201;2017-2-7
O;2411;2017-1-27;GEL 21568;;32001005-5C;Carrera 50 No. 97 A sur 392, zona Industria Sierra Morena  La Estrella, Antioquia, Colombia;Medellín;Marítimo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;14;Análisis S.;;;BUENAVENTURA;FCA;105272;2017-2-21
O;2437;2017-2-15;GEL 7100001512;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SC-BRASIL;FOB;105414;2017-3-24
O;2447;2017-2-24;GEL 7100001539;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FCA;105640;2017-5-17
O;2458;2017-3-3;GEL 520495;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;105708;2017-5-30
O;2464;2017-3-10;GEL PO272/17;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;105500;2017-4-13
